	BQYCK1	BQYCK2	BQYCK3	BQYCK4	BQYCK5	BQYCK6	BQYCK7	BQYCK8	BQYCK9	BQYNPK1	BQYNPK2	BQYNPK3	BQYNPK4	BQYNPK5	BQYNPK6	BQYNPK7	BQYNPK8	BQYNPK9	BQYNPKM1	BQYNPKM2	BQYNPKM3	BQYNPKM4	BQYNPKM5	BQYNPKM6	BQYNPKM7	BQYNPKM8	BQYNPKM9	BYCCK1	BYCCK2	BYCCK3	BYCCK4	BYCCK5	BYCCK6	BYCCK7	BYCCK8	BYCCK9	BYCNPK1	BYCNPK2	BYCNPK3	BYCNPK4	BYCNPK5	BYCNPK6	BYCNPK7	BYCNPK8	BYCNPK9	BYCNPKM1	BYCNPKM2	BYCNPKM3	BYCNPKM4	BYCNPKM5	BYCNPKM6	BYCNPKM7	BYCNPKM8	BYCNPKM9	BYYCK1	BYYCK2	BYYCK3	BYYCK4	BYYCK5	BYYCK6	BYYCK7	BYYCK8	BYYCK9	BYYNPK1	BYYNPK2	BYYNPK3	BYYNPK4	BYYNPK5	BYYNPK6	BYYNPK7	BYYNPK8	BYYNPK9	BYYNPKM1	BYYNPKM2	BYYNPKM3	BYYNPKM4	BYYNPKM5	BYYNPKM6	BYYNPKM7	BYYNPKM8	BYYNPKM9	BCCCK1	BCCCK2	BCCCK3	BCCNPK1	BCCNPK2	BCCNPK3	BCCNPKM1	BCCNPKM2	BCCNPKM3	BJX20CK1	BJX20CK2	BJX20CK3	BJX20CK4	BJX20CK5	BJX20CK6	BJX20CK7	BJX20CK8	BJX20CK9	BJX20NPK1	BJX20NPK2	BJX20NPK3	BJX20NPK4	BJX20NPK5	BJX20NPK6	BJX20NPK7	BJX20NPK8	BJX20NPK9	BJX20NPKM1	BJX20NPKM2	BJX20NPKM3	BJX20NPKM4	BJX20NPKM5	BJX20NPKM6	BJX20NPKM7	BJX20NPKM8	BJX20NPKM9	BHL20CK1	BHL20CK2	BHL20CK3	BHL20NPK1	BHL20NPK2	BHL20NPK3	BHL20NPKM1	BHL20NPKM2	BHL20NPKM3	RQYCK1	RQYCK2	RQYCK3	RQYCK4	RQYCK5	RQYCK6	RQYCK7	RQYCK8	RQYCK9	RQYNPK1	RQYNPK2	RQYNPK3	RQYNPK4	RQYNPK5	RQYNPK6	RQYNPK7	RQYNPK8	RQYNPK9	RQYNPKM1	RQYNPKM2	RQYNPKM3	RQYNPKM4	RQYNPKM5	RQYNPKM6	RQYNPKM7	RQYNPKM8	RQYNPKM9	RYCCK1	RYCCK2	RYCCK3	RYCCK4	RYCCK5	RYCCK6	RYCCK7	RYCCK8	RYCCK9	RYCNPK1	RYCNPK2	RYCNPK3	RYCNPK4	RYCNPK5	RYCNPK6	RYCNPK7	RYCNPK8	RYCNPK9	RYCNPKM1	RYCNPKM2	RYCNPKM3	RYCNPKM4	RYCNPKM5	RYCNPKM6	RYCNPKM7	RYCNPKM8	RYCNPKM9	RYYCK2	RYYCK3	RYYCK4	RYYCK5	RYYCK6	RYYCK7	RYYCK8	RYYCK9	RYYNPK1	RYYNPK2	RYYNPK3	RYYNPK4	RYYNPK5	RYYNPK6	RYYNPK7	RYYNPK8	RYYNPK9	RYYNPKM1	RYYNPKM2	RYYNPKM3	RYYNPKM4	RYYNPKM5	RYYNPKM6	RYYNPKM7	RYYNPKM8	RYYNPKM9	RCCSCK1	RCCSCK2	RCCSCK3	RCCSNPK1	RCCSNPK2	RCCSNPK3	RCCSNPKM1	RCCSNPKM2	RCCSNPKM3	RCCLCK1	RCCLCK2	RCCLCK3	RCCLNPK1	RCCLNPK2	RCCLNPK3	RCCLNPKM1	RCCLNPKM2	RCCLNPKM3	RJX20CK1	RJX20CK2	RJX20CK3	RJX20CK4	RJX20CK5	RJX20CK6	RJX20CK7	RJX20CK8	RJX20CK9	RJX20NPK1	RJX20NPK2	RJX20NPK3	RJX20NPK4	RJX20NPK5	RJX20NPK6	RJX20NPK7	RJX20NPK8	RJX20NPK9	RJX20NPKM1	RJX20NPKM2	RJX20NPKM3	RJX20NPKM4	RJX20NPKM5	RJX20NPKM8	RJX20NPKM9	RHL20SCK1	RHL20SCK2	RHL20SCK3	RHL20SNPK1	RHL20SNPK2	RHL20SNPK3	RHL20SNPKM1	RHL20SNPKM2	RHL20SNPKM3	RHL20LCK1	RHL20LCK2	RHL20LCK3	RHL20LNPK1	RHL20LNPK2	RHL20LNPK3	RHL20LNPKM1	RHL20LNPKM2	RHL20LNPKM3
OTU_717	6	4	1	0	2	3	4	1	4	87	138	248	229	178	233	127	141	167	4	1	1	2	3	3	4	2	3	4	6	4	4	3	5	6	8	6	4	5	5	5	3	4	1	1	8	7	7	6	8	4	6	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	4	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	2	3	3	2	0	24	60	110	74	30	80	90	48	66	1	3	1	2	3	0	2	1	5	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_7175	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	7	2	4	4	4	1	5	1	1	0	3	0	1	0	4	1	2	2	1	0	1	0	1	3	1	2	3	3	1	6	2	1	1	2	0	1	5	1	2	1	2	1	4	0	4	2	3	8	0	3	2	1	1	5	4	3	8	5	4	6	0	2	1	6	5	4	15	6	1	2	27	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	11	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	2	2	22	2	4	3	3	4	3	2	3	11	27	6	8	6	11	18	20	148	30	126	17	14	25	23	27	16	38	18	71	48	38	52	243	32	51	73	127	6	6	79	66	35	21	15	79	23	26	19	61	9	386	275	305	70	181	458	30	102	199	12	4	37	37	24	14	1	2	43	1	7	14	7	10	16	8	0	2	0	1	0	0	0	1	1	0	1	0	0	11	0	0	2	0	0	1	0	15	2	0	19	1	0	8	1	0	3	0	0	0	1	6	0	2	0	0	0	0	2	0	3	1
OTU_7179	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	11	13	7	1	1	3	2	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	1	0	2	2	9	6	2	5	4	4	5	3	4	3	3	8	3	10	3	2	1	0	0	2	5	0	6	6	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	4	2	4	3	6	3	4	5	3	1	0	1	0	1	1	0	7	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8	7	21	10	18	14	11	11	8	0	0	2	1	0	0	1	0	2	3	1	0	0	1	0	1	0	0	0	2	2	0	3	0	0	0	3	0	1	0	0	1	0	1	1	2	1	4	4	5	3	2	1	0	4	1	4	2	4	10	4	6	4	0	1	0	0	2	0	3	2	1	0	0	0	0	1	2	0	1	3	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	4	6	5	7	5	4	11	1	0	2	0	1	2	0	5	3	1	1	0	1	1	1	1	5	3
OTU_718	5	8	5	4	6	1	4	0	2	4	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	4	6	23	2	2	3	2	7	4	8	4	3	2	5	5	19	19	24	16	5	6	10	16	17	0	5	2	1	0	3	0	0	0	0	1	1	3	7	9	2	2	3	6	3	8	1	4	7	5	0	0	4	0	2	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6	7	9	7	0	1	0	2	0	7	95	2	33	6	7	2	7	7	2	2	2	2	2	1	16	19	15	16	19	9	7	7	10	2	3	2	1	2	0	2	2	1	0	3	6	5	1	1	0	0	1	0	12	11	6	5	1	6
OTU_719	9	7	10	4	11	17	4	1	10	6	1	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	2	2	0	4	1	1	1	3	2	1	3	2	1	0	0	0	0	4	0	2	4	2	1	1	1	0	2	0	0	0	0	1	1	1	4	0	1	15	14	8	4	1	3	12	7	7	21	35	61	21	24	33	52	120	59	2	9	6	2	7	1	1	1	3	3	2	2	4	2	8	8	8	2	2	1	3	4	5	6	2	2	4	5	0	6	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	3	1	2	0	16	12	12	9	18	14	11	19	20	0	1	2	0	3	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1
OTU_72	1	2	4	0	0	0	0	2	7	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	2	1	0	1	3	1	1	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	0	0	0	0	0	0	1	0	2	0	2	2	14	1	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	8	4	3	2	1	0	4	0	1	6	1	2	16	14	4	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
OTU_720	1	5	0	4	1	2	1	2	5	1	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	2	1	0	0	0	1	0	2	1	2	1	0	0	0	1	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	3	2	3	1	4	4	1	3	1	7	5	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	0	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
OTU_721	14	4	20	9	11	4	9	1	3	25	15	14	3	11	13	7	10	7	0	0	1	0	0	1	1	2	2	0	2	0	0	3	1	2	0	0	2	0	0	1	1	0	0	1	2	0	3	2	2	0	2	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	4	0	3	2	1	2	8	14	2	3	4	4	4	5	2	8	15	10	8	6	6	5	5	4	1	3	3	3	1	1	0	2	1	3	1	1	3	3	4	3	7	13	26	6	16	10	12	10	8	1	4	47	26	18	16	16	11	11	19	5	2	0	1	2	2	1	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	3	0	5	4	1	3	3	0	1	5	7	3	11	9	7	12	10	11	4	3	7	21	22	22	16	24	13	19	10	8	2	3	3	5	0	4	2	1	2	5	3	6	4	5	9	5	2	5	0	2	4	3	11	6	8
OTU_722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_724	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	12	13	28	4	5	5	4	16	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	2	1	2	12	4	0	0	2	2	1	2	1	6	0	0	2	3	7	5	33	51	11	10	5	9	0	1	0	0	0	0	1	1	0	0	3	0	1	2	0	0	2	2	10	16	22	5	6	4	5	51	3	10	64	30	29	9	18	15	7	21	0	1	3	2	1	0	2	4	1	1	0	0	3	0	3	3	2	0	3	22	12	9	13	7	55	25	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1	0	3	2	1	4	0	0	3	1	0	0	0	5	3	1	0	1	8	14	54	38	21	8	8	6	9	2	25	17	34	4	3	38	7	11	0	0	1	1	1	1	2	0	2	1	0	0	0	0	1	0	1	0	13	10	19	3	4	47	6	4	51	34	9	9	16	17	9	13	52	5	116	9	10	51	8	12	57
OTU_725	0	0	1	3	0	1	0	3	3	2	0	0	0	1	0	2	3	1	0	4	3	3	1	0	0	2	2	42	42	23	38	27	19	19	19	27	23	9	16	34	28	20	40	40	22	15	5	12	8	16	12	0	4	5	27	27	41	35	29	28	18	21	24	13	24	44	26	24	34	19	11	31	12	9	11	16	12	17	14	19	13	28	19	43	20	8	11	11	41	9	1	0	1	1	1	0	1	1	1	0	0	1	0	1	2	1	1	1	2	1	2	0	1	1	0	0	0	22	20	10	10	9	6	11	6	6	1	2	3	1	2	1	2	3	1	3	0	1	3	1	0	0	1	1	2	1	1	0	3	1	1	1	5	62	51	23	26	34	31	45	42	32	20	9	17	16	18	26	17	36	17	11	7	20	10	13	13	7	3	6	19	19	20	10	9	16	23	21	15	13	13	7	8	10	10	2	10	4	3	6	5	7	8	8	8	17	48	39	28	2	2	3	5	9	8	17	23	15	2	8	12	4	5	4	0	2	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	2	0	0	0	5	7	12	6	4	2	8	3	5	13	8	11	8	12	4	3	2	4
OTU_7250	10	22	14	24	11	19	4	31	18	1	2	5	4	2	2	2	4	1	55	80	46	105	93	138	135	75	154	15	12	9	13	22	10	13	16	10	9	7	10	12	9	3	8	12	7	11	14	17	12	5	6	9	10	14	12	20	18	6	25	17	16	17	17	20	30	33	20	28	23	16	29	30	19	22	19	21	27	17	15	30	21	13	10	17	11	14	14	29	33	16	6	7	0	1	0	4	4	4	4	6	14	4	3	8	2	2	4	6	34	40	24	52	28	66	28	36	24	1	7	4	1	7	3	3	3	6	95	139	22	147	170	121	47	38	172	10	13	2	4	8	5	2	1	2	25	29	62	50	41	44	28	30	53	12	14	23	4	14	16	3	8	5	5	5	4	2	8	10	5	16	4	4	6	11	23	18	6	8	4	8	36	30	17	16	9	39	28	7	4	1	13	6	11	10	4	15	6	10	5	24	27	2	13	14	22	9	60	55	77	13	41	18	25	25	34	33	13	28	25	18	27	21	21	28	88	25	28	10	5	22	29	14	14	24	49	9	4	4	7	17	5	4	245	168	262	481	257	61	69	74	129	82	59	102	116	147	111	65	25	118	93	32	53	38	56	11	9
OTU_726	3	2	1	1	0	2	3	1	1	51	66	42	40	49	46	89	66	53	2	1	1	1	3	1	1	2	2	0	1	2	2	3	5	5	3	2	1	2	3	4	4	1	1	1	3	5	7	3	2	4	2	4	2	0	1	0	1	1	1	0	1	1	2	1	0	0	0	1	0	2	0	0	2	3	1	0	0	0	1	1	3	1	0	1	1	0	3	0	0	1	7	13	24	22	11	11	4	5	6	3	5	17	20	10	19	15	7	13	2	1	2	0	0	1	0	1	0	0	1	2	0	3	0	1	0	2	1	2	3	2	2	2	4	3	1	33	42	31	37	25	26	23	31	34	3	1	2	1	0	2	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	1	0	0	0	0	1	1	0	2	0	2	10	6	15	4	8	15	7	6	7	9	5	6	11	5	11	6	8	14	2	0	0	1	2	0	0	0	1	1	1	1	1	0	0	0	0	2	2	0	0	0	1	0	0
OTU_727	1	0	3	1	1	0	0	2	3	2	0	0	0	4	0	2	1	1	0	2	2	1	2	1	4	1	3	44	42	30	30	33	41	61	40	51	45	42	53	42	32	29	50	43	55	45	41	45	31	41	52	38	28	30	29	23	24	18	24	26	24	29	31	34	26	22	16	28	24	31	28	41	13	16	22	28	17	31	27	21	28	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	28	22	23	16	16	11	25	37	27	21	10	16	9	13	7	23	43	12	6	5	14	13	9	12	16	11	26	5	10	4	3	2	2	5	6	2	6	8	2	10	8	4	2	10	1	2	7	14	12	7	7	7	7	0	0	0	0	1	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	1	1	5	0	1	1	0	0	2	6	0	1	1	2	2	0	1	1	0	1	3	1	1	3	0	4	0	2	1	0	4	3	4	3	2	6	3	2	2	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	7	13	17	17	18	3	1	7	35	22	29	22	20	30	24	42	27	12	18	45	8	27	13	24	19	19	16	14	7	7	24	6	17	13	19	16	9	5	12	16	39	22	11	20	25	51	25	9	13	17	24	12	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0
OTU_729	1	2	0	6	4	1	2	5	6	0	0	0	1	0	0	2	0	1	23	24	28	26	21	34	19	27	27	8	5	3	1	2	1	5	3	2	1	5	3	1	2	1	6	3	2	3	6	1	2	2	4	3	4	2	3	4	5	7	8	7	2	4	1	6	1	1	0	3	3	1	3	3	2	3	1	5	1	2	2	3	1	15	6	7	11	11	3	14	14	6	1	4	2	3	3	1	2	2	1	0	2	2	0	2	3	0	4	2	17	21	19	14	19	26	18	24	19	8	10	6	6	16	7	8	1	3	3	2	6	1	2	0	1	1	1	0	0	1	0	1	2	0	1	0	17	22	12	23	14	17	18	33	14	3	0	2	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	13	5	2	2	2	3	0	0	3	4	4	2	1	3	2	1	3	10	1	0	1	0	0	0	2	1	0	2	0	0	2	0	0	0	0	0	10	7	5	9	17	11	14	0	2	0	4	0	1	3	1	1	4	7	3	3	5	7	9	3	2
OTU_7298	3	0	1	2	5	2	0	6	8	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	2	2	2	5	3	0	2	7	2	0	2	5	8	2	5	3	3	1	0	3	1	1	0	3	1	1	3	0	5	0	1	1	0	2	2	2	1	0	3	0	1	0	0	2	4	0	1	1	1	0	1	4	2	0	4	4	4	3	8	6	7	0	7	1	2	2	1	1	0	2	2	4	0	1	0	0	1	0	0	1	0	0	2	2	0	2	0	0	0	0	4	8	4	2	1	4	0	6	1	1	1	3	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	3	0	2	1	1	2	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1	1	6	6	8	8	2	4	3	4	3	2	3	2	3	5	4	2	5	0	1	1	1	3	0	0	1	1	0	0	0	2	0	0	1	0	0	1	3	0	2	0	3	2	1	1	6	7	3	1	9	9	4	6	3	6	5	3	0	1
OTU_73	221	240	199	236	229	197	202	343	187	18	12	29	19	21	17	14	32	27	380	402	318	409	300	381	406	411	359	396	388	398	338	368	358	367	443	350	369	306	314	387	371	369	422	379	431	309	301	329	277	262	306	269	213	241	294	315	333	328	341	310	274	279	338	328	265	334	381	268	337	367	269	291	301	300	348	323	317	293	365	356	392	711	589	562	479	371	615	460	518	363	83	38	75	38	30	35	50	37	34	43	28	28	31	81	13	14	37	40	411	358	329	395	430	338	361	443	386	318	312	281	348	367	304	322	364	283	150	227	249	159	175	238	202	358	195	56	50	53	33	25	32	33	18	27	202	208	178	341	137	257	205	331	194	571	416	346	211	179	247	288	347	273	176	153	161	135	200	214	272	344	189	155	138	238	115	114	151	160	134	170	113	180	119	85	97	67	122	114	96	110	97	154	88	117	139	87	93	84	120	176	146	121	138	137	134	122	416	421	446	274	399	329	511	398	456	478	351	332	239	297	307	310	348	372	36	15	13	17	21	27	28	16	8	8	14	11	12	9	5	9	16	6	150	139	171	213	254	229	281	152	113	117	161	129	146	163	200	244	209	180	177	200	213	176	216	218	236
OTU_730	0	0	0	0	1	1	0	0	0	19	42	26	26	25	51	49	18	75	0	1	0	0	2	0	1	3	1	2	2	2	2	0	1	2	1	3	1	0	1	1	0	2	0	0	1	2	4	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	27	10	23	11	36	36	12	35	2	1	0	1	0	2	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	4	8	1	1	1	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_732	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	1	2	0	1	1	0	0	2	1	0	1	4	0	1	2	0	1	1	2	1	1	1	5	2	3	0	2	0	4	6	12	2	7	15	11	12	8	15	2	0	2	0	1	0	1	0	0	1	4	0	1	0	0	0	0	1	2	2	1	2	3	1	1	1	3	7	7	7	6	4	4	5	7	11	2	1	1	0	5	3	3	7	2	1	1	0	1	1	0	1	2	0	2	2	4	4	1	3	0	1	4	1	7	0	1	1	0	1	2	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	1	2	0	1	1	0	1	1	0	1	3	2	0	0	0	0	1	0	1	3	0	1	0	7	7	12	23	20	11	11	9	7	10	14	8	20	8	1	13	14	8	0	2	0	2	2	0	0	1	2	0	2	1	0	0	1	0	1	0	6	2	5	6	6	0	4	7	6	8	7	24	15	5	6	8	11	13	9	0	6	6	9	8	11
